DateTime,,,,,Ident,Secs,TX,RX
20180424151554,,,,,-1,8.0-9.0,652679,5221432
20180424151555,,,,,7,9.0-10.0,130830,1046640
20180424151555,,,,,3,9.0-10.0,130830,1046640
20180424151555,,,,,4,9.0-10.0,130830,1046640
20180424151555,,,,,5,9.0-10.0,129359,1034872
20180424151555,,,,,6,9.0-10.0,130830,1046640
20180424151555,,,,,-1,9.0-10.0,652679,5221432
20180424151556,,,,,7,10.0-11.0,130830,1046640
20180424151556,,,,,3,10.0-11.0,130830,1046640
20180424151556,,,,,4,10.0-11.0,129359,1034872
20180424151556,,,,,5,10.0-11.0,130830,1046640
20180424151556,,,,,6,10.0-11.0,130830,1046640
20180424151556,,,,,-1,10.0-11.0,652679,5221432
20180424151557,,,,,7,11.0-12.0,130830,1046640
20180424151557,,,,,3,11.0-12.0,130830,1046640
20180424151557,,,,,4,11.0-12.0,130830,1046640
20180424151557,,,,,5,11.0-12.0,129359,1034872
20180424151557,,,,,6,11.0-12.0,130830,1046640
20180424151557,,,,,-1,11.0-12.0,652679,5221432
20180424151558,,,,,7,12.0-13.0,130829,1046632
20180424151558,,,,,3,12.0-13.0,132300,1058400
20180424151558,,,,,4,12.0-13.0,132300,1058400
20180424151558,,,,,5,12.0-13.0,132300,1058400
20180424151558,,,,,6,12.0-13.0,132300,1058400
20180424151558,,,,,-1,12.0-13.0,660029,5280232
20180424151559,,,,,7,13.0-14.0,130830,1046640
20180424151559,,,,,3,13.0-14.0,130830,1046640
20180424151559,,,,,4,13.0-14.0,130830,1046640
20180424151559,,,,,5,13.0-14.0,130830,1046640
20180424151559,,,,,6,13.0-14.0,129359,1034872
20180424151559,,,,,-1,13.0-14.0,652679,5221432
20180424151600,,,,,7,14.0-15.0,130830,1046640
20180424151600,,,,,3,14.0-15.0,130830,1046640
20180424151600,,,,,4,14.0-15.0,130830,1046640
20180424151600,,,,,5,14.0-15.0,130830,1046640
20180424151600,,,,,6,14.0-15.0,129359,1034872
20180424151600,,,,,-1,14.0-15.0,652679,5221432
20180424151601,,,,,7,15.0-16.0,130830,1046640
20180424151601,,,,,3,15.0-16.0,129359,1034872
20180424151601,,,,,4,15.0-16.0,130830,1046640
20180424151601,,,,,5,15.0-16.0,130830,1046640
20180424151601,,,,,6,15.0-16.0,130830,1046640
20180424151601,,,,,-1,15.0-16.0,652679,5221432
20180424151602,,,,,7,16.0-17.0,130830,1046640
20180424151602,,,,,3,16.0-17.0,130830,1046640
20180424151602,,,,,4,16.0-17.0,130830,1046640
20180424151602,,,,,5,16.0-17.0,130830,1046640
20180424151602,,,,,6,16.0-17.0,129359,1034872
20180424151602,,,,,-1,16.0-17.0,652679,5221432
20180424151603,,,,,7,17.0-18.0,130830,1046640
20180424151603,,,,,3,17.0-18.0,130830,1046640
20180424151603,,,,,4,17.0-18.0,130830,1046640
20180424151603,,,,,5,17.0-18.0,129359,1034872
20180424151603,,,,,6,17.0-18.0,130830,1046640
20180424151603,,,,,-1,17.0-18.0,652679,5221432
20180424151604,,,,,7,18.0-19.0,132300,1058400
20180424151604,,,,,3,18.0-19.0,132300,1058400
20180424151604,,,,,4,18.0-19.0,130829,1046632
20180424151604,,,,,5,18.0-19.0,132300,1058400
20180424151604,,,,,6,18.0-19.0,132300,1058400
20180424151604,,,,,-1,18.0-19.0,660029,5280232
20180424151605,,,,,7,19.0-20.0,130830,1046640
20180424151605,,,,,3,19.0-20.0,130830,1046640
20180424151605,,,,,4,19.0-20.0,130830,1046640
20180424151605,,,,,5,19.0-20.0,130830,1046640
20180424151605,,,,,6,19.0-20.0,129359,1034872
20180424151605,,,,,-1,19.0-20.0,652679,5221432
20180424151606,,,,,7,20.0-21.0,130830,1046640
20180424151606,,,,,3,20.0-21.0,129359,1034872
20180424151606,,,,,4,20.0-21.0,130830,1046640
20180424151606,,,,,5,20.0-21.0,130830,1046640
20180424151606,,,,,6,20.0-21.0,130830,1046640
20180424151606,,,,,-1,20.0-21.0,652679,5221432
20180424151607,,,,,7,21.0-22.0,130830,1046640
20180424151607,,,,,3,21.0-22.0,130830,1046640
20180424151607,,,,,4,21.0-22.0,130830,1046640
20180424151607,,,,,5,21.0-22.0,129359,1034872
20180424151607,,,,,6,21.0-22.0,130830,1046640
20180424151607,,,,,-1,21.0-22.0,652679,5221432
20180424151608,,,,,7,22.0-23.0,129359,1034872
20180424151608,,,,,3,22.0-23.0,130830,1046640
20180424151608,,,,,4,22.0-23.0,130830,1046640
20180424151608,,,,,5,22.0-23.0,130830,1046640
20180424151608,,,,,6,22.0-23.0,130830,1046640
20180424151608,,,,,-1,22.0-23.0,652679,5221432
20180424151609,,,,,7,23.0-24.0,129359,1034872
20180424151609,,,,,3,23.0-24.0,130830,1046640
20180424151609,,,,,4,23.0-24.0,130830,1046640
20180424151609,,,,,5,23.0-24.0,130830,1046640
20180424151609,,,,,6,23.0-24.0,130830,1046640
20180424151609,,,,,-1,23.0-24.0,652679,5221432
20180424151610,,,,,7,24.0-25.0,132300,1058400
20180424151610,,,,,3,24.0-25.0,132300,1058400
20180424151610,,,,,4,24.0-25.0,130829,1046632
20180424151610,,,,,5,24.0-25.0,132300,1058400
20180424151610,,,,,6,24.0-25.0,132300,1058400
20180424151610,,,,,-1,24.0-25.0,660029,5280232
20180424151611,,,,,7,25.0-26.0,130830,1046640
20180424151611,,,,,3,25.0-26.0,130830,1046640
20180424151611,,,,,4,25.0-26.0,130830,1046640
20180424151611,,,,,5,25.0-26.0,130830,1046640
20180424151611,,,,,6,25.0-26.0,129359,1034872
20180424151611,,,,,-1,25.0-26.0,652679,5221432
20180424151612,,,,,7,26.0-27.0,130830,1046640
20180424151612,,,,,3,26.0-27.0,130830,1046640
20180424151612,,,,,4,26.0-27.0,130830,1046640
20180424151612,,,,,5,26.0-27.0,129359,1034872
20180424151612,,,,,6,26.0-27.0,130830,1046640
20180424151612,,,,,-1,26.0-27.0,652679,5221432
20180424151613,,,,,7,27.0-28.0,130830,1046640
20180424151613,,,,,3,27.0-28.0,130830,1046640
20180424151613,,,,,4,27.0-28.0,129359,1034872
20180424151613,,,,,5,27.0-28.0,130830,1046640
20180424151613,,,,,6,27.0-28.0,130830,1046640
20180424151613,,,,,-1,27.0-28.0,652679,5221432
20180424151614,,,,,7,28.0-29.0,130830,1046640
20180424151614,,,,,3,28.0-29.0,130830,1046640
20180424151614,,,,,4,28.0-29.0,129359,1034872
20180424151614,,,,,5,28.0-29.0,130830,1046640
20180424151614,,,,,6,28.0-29.0,130830,1046640
20180424151614,,,,,-1,28.0-29.0,652679,5221432
20180424151615,,,,,7,29.0-30.0,130830,1046640
20180424151615,,,,,3,29.0-30.0,130830,1046640
20180424151615,,,,,4,29.0-30.0,129359,1034872
20180424151615,,,,,5,29.0-30.0,130830,1046640
20180424151615,,,,,6,29.0-30.0,130830,1046640
20180424151615,,,,,-1,29.0-30.0,652679,5221432
20180424151616,,,,,7,30.0-31.0,132300,1058400
20180424151616,,,,,3,30.0-31.0,132300,1058400
20180424151616,,,,,4,30.0-31.0,132300,1058400
20180424151616,,,,,5,30.0-31.0,132300,1058400
20180424151616,,,,,6,30.0-31.0,130829,1046632
20180424151616,,,,,-1,30.0-31.0,660029,5280232
20180424151617,,,,,7,31.0-32.0,129359,1034872
20180424151617,,,,,3,31.0-32.0,130830,1046640
20180424151617,,,,,4,31.0-32.0,130830,1046640
20180424151617,,,,,5,31.0-32.0,130830,1046640
20180424151617,,,,,6,31.0-32.0,130830,1046640
20180424151617,,,,,-1,31.0-32.0,652679,5221432
20180424151618,,,,,7,32.0-33.0,130830,1046640
20180424151618,,,,,3,32.0-33.0,130830,1046640
20180424151618,,,,,4,32.0-33.0,130830,1046640
20180424151618,,,,,5,32.0-33.0,130830,1046640
20180424151618,,,,,6,32.0-33.0,129359,1034872
20180424151618,,,,,-1,32.0-33.0,652679,5221432
20180424151619,,,,,7,33.0-34.0,130830,1046640
20180424151619,,,,,3,33.0-34.0,130830,1046640
20180424151619,,,,,4,33.0-34.0,129359,1034872
20180424151619,,,,,5,33.0-34.0,130830,1046640
20180424151619,,,,,6,33.0-34.0,130830,1046640
20180424151619,,,,,-1,33.0-34.0,652679,5221432
20180424151620,,,,,7,34.0-35.0,130830,1046640
20180424151620,,,,,3,34.0-35.0,130830,1046640
20180424151620,,,,,4,34.0-35.0,130830,1046640
20180424151620,,,,,5,34.0-35.0,129359,1034872
20180424151620,,,,,6,34.0-35.0,130830,1046640
20180424151620,,,,,-1,34.0-35.0,652679,5221432
20180424151621,,,,,7,35.0-36.0,130830,1046640
20180424151621,,,,,3,35.0-36.0,129359,1034872
20180424151621,,,,,4,35.0-36.0,130830,1046640
20180424151621,,,,,5,35.0-36.0,130830,1046640
20180424151621,,,,,6,35.0-36.0,130830,1046640
20180424151621,,,,,-1,35.0-36.0,652679,5221432
20180424151622,,,,,7,36.0-37.0,132300,1058400
20180424151622,,,,,3,36.0-37.0,132300,1058400
20180424151622,,,,,4,36.0-37.0,132300,1058400
20180424151622,,,,,5,36.0-37.0,132300,1058400
20180424151622,,,,,6,36.0-37.0,130829,1046632
20180424151622,,,,,-1,36.0-37.0,660029,5280232
20180424151623,,,,,7,37.0-38.0,130830,1046640
20180424151623,,,,,3,37.0-38.0,129359,1034872
20180424151623,,,,,4,37.0-38.0,130830,1046640
20180424151623,,,,,5,37.0-38.0,130830,1046640
20180424151623,,,,,6,37.0-38.0,130830,1046640
20180424151623,,,,,-1,37.0-38.0,652679,5221432
20180424151624,,,,,7,38.0-39.0,130830,1046640
20180424151624,,,,,3,38.0-39.0,130830,1046640
20180424151624,,,,,4,38.0-39.0,130830,1046640
20180424151624,,,,,5,38.0-39.0,130830,1046640
20180424151624,,,,,6,38.0-39.0,129359,1034872
20180424151624,,,,,-1,38.0-39.0,652679,5221432
20180424151625,,,,,7,39.0-40.0,129359,1034872
20180424151625,,,,,3,39.0-40.0,130830,1046640
20180424151625,,,,,4,39.0-40.0,130830,1046640
20180424151625,,,,,5,39.0-40.0,130830,1046640
20180424151625,,,,,6,39.0-40.0,130830,1046640
20180424151625,,,,,-1,39.0-40.0,652679,5221432
20180424151626,,,,,7,40.0-41.0,129359,1034872
20180424151626,,,,,3,40.0-41.0,130830,1046640
20180424151626,,,,,4,40.0-41.0,130830,1046640
20180424151626,,,,,5,40.0-41.0,130830,1046640
20180424151626,,,,,6,40.0-41.0,130830,1046640
20180424151626,,,,,-1,40.0-41.0,652679,5221432
20180424151627,,,,,7,41.0-42.0,129359,1034872
20180424151627,,,,,3,41.0-42.0,130830,1046640
20180424151627,,,,,4,41.0-42.0,130830,1046640
20180424151627,,,,,5,41.0-42.0,130830,1046640
20180424151627,,,,,6,41.0-42.0,130830,1046640
20180424151627,,,,,-1,41.0-42.0,652679,5221432
20180424151628,,,,,7,42.0-43.0,132300,1058400
20180424151628,,,,,3,42.0-43.0,130829,1046632
20180424151628,,,,,4,42.0-43.0,132300,1058400
20180424151628,,,,,5,42.0-43.0,132300,1058400
20180424151628,,,,,6,42.0-43.0,132300,1058400
20180424151628,,,,,-1,42.0-43.0,660029,5280232
20180424151629,,,,,7,43.0-44.0,130830,1046640
20180424151629,,,,,3,43.0-44.0,130830,1046640
20180424151629,,,,,4,43.0-44.0,130830,1046640
20180424151629,,,,,5,43.0-44.0,129359,1034872
20180424151629,,,,,6,43.0-44.0,130830,1046640
20180424151629,,,,,-1,43.0-44.0,652679,5221432
20180424151630,,,,,7,44.0-45.0,130830,1046640
20180424151630,,,,,3,44.0-45.0,130830,1046640
20180424151630,,,,,4,44.0-45.0,130830,1046640
20180424151630,,,,,5,44.0-45.0,130830,1046640
20180424151630,,,,,6,44.0-45.0,129359,1034872
20180424151630,,,,,-1,44.0-45.0,652679,5221432
20180424151631,,,,,7,45.0-46.0,130830,1046640
20180424151631,,,,,3,45.0-46.0,130830,1046640
20180424151631,,,,,4,45.0-46.0,129359,1034872
20180424151631,,,,,5,45.0-46.0,130830,1046640
20180424151631,,,,,6,45.0-46.0,130830,1046640
20180424151631,,,,,-1,45.0-46.0,652679,5221432
20180424151632,,,,,7,46.0-47.0,129359,1034872
20180424151632,,,,,3,46.0-47.0,130830,1046640
20180424151632,,,,,4,46.0-47.0,130830,1046640
20180424151632,,,,,5,46.0-47.0,130830,1046640
20180424151632,,,,,6,46.0-47.0,130830,1046640
20180424151632,,,,,-1,46.0-47.0,652679,5221432
20180424151633,,,,,7,47.0-48.0,129359,1034872
20180424151633,,,,,3,47.0-48.0,130830,1046640
20180424151633,,,,,4,47.0-48.0,130830,1046640
20180424151633,,,,,5,47.0-48.0,130830,1046640
20180424151633,,,,,6,47.0-48.0,130830,1046640
20180424151633,,,,,-1,47.0-48.0,652679,5221432
20180424151634,,,,,7,48.0-49.0,132300,1058400
20180424151634,,,,,3,48.0-49.0,132300,1058400
20180424151634,,,,,4,48.0-49.0,132300,1058400
20180424151634,,,,,5,48.0-49.0,130829,1046632
20180424151634,,,,,6,48.0-49.0,132300,1058400
20180424151634,,,,,-1,48.0-49.0,660029,5280232
20180424151635,,,,,7,49.0-50.0,130830,1046640
20180424151635,,,,,3,49.0-50.0,130830,1046640
20180424151635,,,,,4,49.0-50.0,129359,1034872
20180424151635,,,,,5,49.0-50.0,130830,1046640
20180424151635,,,,,6,49.0-50.0,130830,1046640
20180424151635,,,,,-1,49.0-50.0,652679,5221432
20180424151636,,,,,7,50.0-51.0,130830,1046640
20180424151636,,,,,3,50.0-51.0,130830,1046640
20180424151636,,,,,4,50.0-51.0,129359,1034872
20180424151636,,,,,5,50.0-51.0,130830,1046640
20180424151636,,,,,6,50.0-51.0,130830,1046640
20180424151636,,,,,-1,50.0-51.0,652679,5221432
20180424151637,,,,,7,51.0-52.0,130830,1046640
20180424151637,,,,,3,51.0-52.0,129359,1034872
20180424151637,,,,,4,51.0-52.0,130830,1046640
20180424151637,,,,,5,51.0-52.0,130830,1046640
20180424151637,,,,,6,51.0-52.0,130830,1046640
20180424151637,,,,,-1,51.0-52.0,652679,5221432
20180424151638,,,,,7,52.0-53.0,130830,1046640
20180424151638,,,,,3,52.0-53.0,130830,1046640
20180424151638,,,,,4,52.0-53.0,130830,1046640
20180424151638,,,,,5,52.0-53.0,130830,1046640
20180424151638,,,,,6,52.0-53.0,129359,1034872
20180424151638,,,,,-1,52.0-53.0,652679,5221432
20180424151639,,,,,7,53.0-54.0,130830,1046640
20180424151639,,,,,3,53.0-54.0,129359,1034872
20180424151639,,,,,4,53.0-54.0,130830,1046640
20180424151639,,,,,5,53.0-54.0,130830,1046640
20180424151639,,,,,6,53.0-54.0,130830,1046640
20180424151639,,,,,-1,53.0-54.0,652679,5221432
20180424151640,,,,,7,54.0-55.0,132300,1058400
20180424151640,,,,,3,54.0-55.0,132300,1058400
20180424151640,,,,,4,54.0-55.0,130829,1046632
20180424151640,,,,,5,54.0-55.0,132300,1058400
20180424151640,,,,,6,54.0-55.0,132300,1058400
20180424151640,,,,,-1,54.0-55.0,660029,5280232
20180424151641,,,,,7,55.0-56.0,129359,1034872
20180424151641,,,,,3,55.0-56.0,130830,1046640
20180424151641,,,,,4,55.0-56.0,130830,1046640
20180424151641,,,,,5,55.0-56.0,130830,1046640
20180424151641,,,,,6,55.0-56.0,130830,1046640
20180424151641,,,,,-1,55.0-56.0,652679,5221432
20180424151642,,,,,7,56.0-57.0,129359,1034872
20180424151642,,,,,3,56.0-57.0,130830,1046640
20180424151642,,,,,4,56.0-57.0,130830,1046640
20180424151642,,,,,5,56.0-57.0,130830,1046640
20180424151642,,,,,6,56.0-57.0,130830,1046640
20180424151642,,,,,-1,56.0-57.0,652679,5221432
20180424151643,,,,,7,57.0-58.0,130830,1046640
20180424151643,,,,,3,57.0-58.0,130830,1046640
20180424151643,,,,,4,57.0-58.0,130830,1046640
20180424151643,,,,,5,57.0-58.0,129359,1034872
20180424151643,,,,,6,57.0-58.0,130830,1046640
20180424151643,,,,,-1,57.0-58.0,652679,5221432
20180424151644,,,,,7,58.0-59.0,130830,1046640
20180424151644,,,,,3,58.0-59.0,129359,1034872
20180424151644,,,,,4,58.0-59.0,130830,1046640
20180424151644,,,,,5,58.0-59.0,130830,1046640
20180424151644,,,,,6,58.0-59.0,130830,1046640
20180424151644,,,,,-1,58.0-59.0,652679,5221432
20180424151645,,,,,7,59.0-60.0,130830,1046640
20180424151645,,,,,3,59.0-60.0,130830,1046640
20180424151645,,,,,4,59.0-60.0,130830,1046640
20180424151645,,,,,5,59.0-60.0,130830,1046640
20180424151645,,,,,6,59.0-60.0,129359,1034872
20180424151645,,,,,-1,59.0-60.0,652679,5221432
20180424151646,,,,,7,60.0-61.0,132300,1058400
20180424151646,,,,,3,60.0-61.0,132300,1058400
20180424151646,,,,,4,60.0-61.0,132300,1058400
20180424151646,,,,,5,60.0-61.0,130829,1046632
20180424151646,,,,,6,60.0-61.0,132300,1058400
20180424151646,,,,,-1,60.0-61.0,660029,5280232
20180424151647,,,,,7,61.0-62.0,130830,1046640
20180424151647,,,,,3,61.0-62.0,129359,1034872
20180424151647,,,,,4,61.0-62.0,130830,1046640
20180424151647,,,,,5,61.0-62.0,130830,1046640
20180424151647,,,,,6,61.0-62.0,130830,1046640
20180424151647,,,,,-1,61.0-62.0,652679,5221432
20180424151648,,,,,7,62.0-63.0,129359,1034872
20180424151648,,,,,3,62.0-63.0,130830,1046640
20180424151648,,,,,4,62.0-63.0,130830,1046640
20180424151648,,,,,5,62.0-63.0,130830,1046640
20180424151648,,,,,6,62.0-63.0,130830,1046640
20180424151648,,,,,-1,62.0-63.0,652679,5221432
20180424151649,,,,,7,63.0-64.0,130830,1046640
20180424151649,,,,,3,63.0-64.0,130830,1046640
20180424151649,,,,,4,63.0-64.0,130830,1046640
20180424151649,,,,,5,63.0-64.0,130830,1046640
20180424151649,,,,,6,63.0-64.0,129359,1034872
20180424151649,,,,,-1,63.0-64.0,652679,5221432
20180424151650,,,,,7,64.0-65.0,130830,1046640
20180424151650,,,,,3,64.0-65.0,130830,1046640
20180424151650,,,,,4,64.0-65.0,130830,1046640
20180424151650,,,,,5,64.0-65.0,130830,1046640
20180424151650,,,,,6,64.0-65.0,129359,1034872
20180424151650,,,,,-1,64.0-65.0,652679,5221432
20180424151651,,,,,7,65.0-66.0,129359,1034872
20180424151651,,,,,3,65.0-66.0,130830,1046640
20180424151651,,,,,4,65.0-66.0,130830,1046640
20180424151651,,,,,5,65.0-66.0,130830,1046640
20180424151651,,,,,6,65.0-66.0,130830,1046640
20180424151651,,,,,-1,65.0-66.0,652679,5221432
20180424151652,,,,,7,66.0-67.0,132300,1058400
20180424151652,,,,,3,66.0-67.0,130829,1046632
20180424151652,,,,,4,66.0-67.0,132300,1058400
20180424151652,,,,,5,66.0-67.0,132300,1058400
20180424151652,,,,,6,66.0-67.0,132300,1058400
20180424151652,,,,,-1,66.0-67.0,660029,5280232
20180424151653,,,,,7,67.0-68.0,129359,1034872
20180424151653,,,,,3,67.0-68.0,130830,1046640
20180424151653,,,,,4,67.0-68.0,130830,1046640
20180424151653,,,,,5,67.0-68.0,130830,1046640
20180424151653,,,,,6,67.0-68.0,130830,1046640
20180424151653,,,,,-1,67.0-68.0,652679,5221432
20180424151654,,,,,7,68.0-69.0,130830,1046640
20180424151654,,,,,3,68.0-69.0,130830,1046640
20180424151654,,,,,4,68.0-69.0,129359,1034872
20180424151654,,,,,5,68.0-69.0,130830,1046640
20180424151654,,,,,6,68.0-69.0,130830,1046640
20180424151654,,,,,-1,68.0-69.0,652679,5221432
20180424151655,,,,,7,69.0-70.0,130830,1046640
20180424151655,,,,,3,69.0-70.0,130830,1046640
20180424151655,,,,,4,69.0-70.0,130830,1046640
20180424151655,,,,,5,69.0-70.0,130830,1046640
20180424151655,,,,,6,69.0-70.0,129359,1034872
20180424151655,,,,,-1,69.0-70.0,652679,5221432
20180424151656,,,,,7,70.0-71.0,129359,1034872
20180424151656,,,,,3,70.0-71.0,130830,1046640
20180424151656,,,,,4,70.0-71.0,130830,1046640
20180424151656,,,,,5,70.0-71.0,130830,1046640
20180424151656,,,,,6,70.0-71.0,130830,1046640
20180424151656,,,,,-1,70.0-71.0,652679,5221432
20180424151657,,,,,7,71.0-72.0,130830,1046640
20180424151657,,,,,3,71.0-72.0,130830,1046640
20180424151657,,,,,4,71.0-72.0,130830,1046640
20180424151657,,,,,5,71.0-72.0,130830,1046640
20180424151657,,,,,6,71.0-72.0,129359,1034872
20180424151657,,,,,-1,71.0-72.0,652679,5221432
20180424151658,,,,,7,72.0-73.0,132300,1058400
20180424151658,,,,,3,72.0-73.0,132300,1058400
20180424151658,,,,,4,72.0-73.0,132300,1058400
20180424151658,,,,,5,72.0-73.0,132300,1058400
20180424151658,,,,,6,72.0-73.0,130829,1046632
20180424151658,,,,,-1,72.0-73.0,660029,5280232
20180424151659,,,,,7,73.0-74.0,130830,1046640
20180424151659,,,,,3,73.0-74.0,129359,1034872
20180424151659,,,,,4,73.0-74.0,130830,1046640
20180424151659,,,,,5,73.0-74.0,130830,1046640
20180424151659,,,,,6,73.0-74.0,130830,1046640
20180424151659,,,,,-1,73.0-74.0,652679,5221432
20180424151700,,,,,7,74.0-75.0,130830,1046640
20180424151700,,,,,3,74.0-75.0,129359,1034872
20180424151700,,,,,4,74.0-75.0,130830,1046640
20180424151700,,,,,5,74.0-75.0,130830,1046640
20180424151700,,,,,6,74.0-75.0,130830,1046640
20180424151700,,,,,-1,74.0-75.0,652679,5221432
20180424151701,,,,,7,75.0-76.0,130830,1046640
20180424151701,,,,,3,75.0-76.0,130830,1046640
20180424151701,,,,,4,75.0-76.0,129359,1034872
20180424151701,,,,,5,75.0-76.0,130830,1046640
20180424151701,,,,,6,75.0-76.0,130830,1046640
20180424151701,,,,,-1,75.0-76.0,652679,5221432
20180424151702,,,,,7,76.0-77.0,130830,1046640
20180424151702,,,,,3,76.0-77.0,130830,1046640
20180424151702,,,,,4,76.0-77.0,130830,1046640
20180424151702,,,,,5,76.0-77.0,129359,1034872
20180424151702,,,,,6,76.0-77.0,130830,1046640
20180424151702,,,,,-1,76.0-77.0,652679,5221432
20180424151703,,,,,7,77.0-78.0,130830,1046640
20180424151703,,,,,3,77.0-78.0,130830,1046640
20180424151703,,,,,4,77.0-78.0,130830,1046640
20180424151703,,,,,5,77.0-78.0,129359,1034872
20180424151703,,,,,6,77.0-78.0,130830,1046640
20180424151703,,,,,-1,77.0-78.0,652679,5221432
20180424151704,,,,,7,78.0-79.0,132300,1058400
20180424151704,,,,,3,78.0-79.0,132300,1058400
20180424151704,,,,,4,78.0-79.0,130829,1046632
20180424151704,,,,,5,78.0-79.0,132300,1058400
20180424151704,,,,,6,78.0-79.0,132300,1058400
20180424151704,,,,,-1,78.0-79.0,660029,5280232
20180424151705,,,,,7,79.0-80.0,130830,1046640
20180424151705,,,,,3,79.0-80.0,130830,1046640
20180424151705,,,,,4,79.0-80.0,129359,1034872
20180424151705,,,,,5,79.0-80.0,130830,1046640
20180424151705,,,,,6,79.0-80.0,130830,1046640
20180424151705,,,,,-1,79.0-80.0,652679,5221432
20180424151706,,,,,7,80.0-81.0,130830,1046640
20180424151706,,,,,3,80.0-81.0,130830,1046640
20180424151706,,,,,4,80.0-81.0,130830,1046640
20180424151706,,,,,5,80.0-81.0,130830,1046640
20180424151706,,,,,6,80.0-81.0,129359,1034872
20180424151706,,,,,-1,80.0-81.0,652679,5221432
20180424151707,,,,,7,81.0-82.0,130830,1046640
20180424151707,,,,,3,81.0-82.0,130830,1046640
20180424151707,,,,,4,81.0-82.0,130830,1046640
20180424151707,,,,,5,81.0-82.0,130830,1046640
20180424151707,,,,,6,81.0-82.0,129359,1034872
20180424151707,,,,,-1,81.0-82.0,652679,5221432
20180424151708,,,,,7,82.0-83.0,130830,1046640
20180424151708,,,,,3,82.0-83.0,130830,1046640
20180424151708,,,,,4,82.0-83.0,130830,1046640
20180424151708,,,,,5,82.0-83.0,129359,1034872
20180424151708,,,,,6,82.0-83.0,130830,1046640
20180424151708,,,,,-1,82.0-83.0,652679,5221432
20180424151709,,,,,7,83.0-84.0,130830,1046640
20180424151709,,,,,3,83.0-84.0,130830,1046640
20180424151709,,,,,4,83.0-84.0,129359,1034872
20180424151709,,,,,5,83.0-84.0,130830,1046640
20180424151709,,,,,6,83.0-84.0,130830,1046640
20180424151709,,,,,-1,83.0-84.0,652679,5221432
20180424151710,,,,,7,84.0-85.0,129358,1034864
20180424151710,,,,,3,84.0-85.0,132300,1058400
20180424151710,,,,,4,84.0-85.0,132300,1058400
20180424151710,,,,,5,84.0-85.0,132300,1058400
20180424151710,,,,,6,84.0-85.0,132300,1058400
20180424151710,,,,,-1,84.0-85.0,658558,5268464
20180424151711,,,,,7,85.0-86.0,130830,1046640
20180424151711,,,,,3,85.0-86.0,130830,1046640
20180424151711,,,,,4,85.0-86.0,130830,1046640
