DateTime,,,,,Ident,Secs,TX,RX
20180424165739,,,,,3,12.0-13.0,393216,3145728
20180424165739,,,,,5,12.0-13.0,262144,2097152
20180424165739,,,,,-1,12.0-13.0,1572864,12582912
20180424165740,,,,,3,13.0-14.0,262144,2097152
20180424165740,,,,,4,13.0-14.0,393216,3145728
20180424165740,,,,,7,13.0-14.0,262144,2097152
20180424165740,,,,,6,13.0-14.0,262144,2097152
20180424165740,,,,,5,13.0-14.0,262144,2097152
20180424165740,,,,,-1,13.0-14.0,1441792,11534336
20180424165741,,,,,4,14.0-15.0,262144,2097152
20180424165741,,,,,3,14.0-15.0,262144,2097152
20180424165741,,,,,7,14.0-15.0,262144,2097152
20180424165741,,,,,5,14.0-15.0,262144,2097152
20180424165741,,,,,6,14.0-15.0,262144,2097152
20180424165741,,,,,-1,14.0-15.0,1310720,10485760
20180424165742,,,,,7,15.0-16.0,393216,3145728
20180424165742,,,,,3,15.0-16.0,524288,4194304
20180424165742,,,,,4,15.0-16.0,524288,4194304
20180424165742,,,,,5,15.0-16.0,393216,3145728
20180424165742,,,,,6,15.0-16.0,393216,3145728
20180424165742,,,,,-1,15.0-16.0,2228224,17825792
20180424165743,,,,,7,16.0-17.0,393216,3145728
20180424165743,,,,,5,16.0-17.0,393216,3145728
20180424165743,,,,,4,16.0-17.0,393216,3145728
20180424165743,,,,,6,16.0-17.0,262144,2097152
20180424165745,,,,,3,16.0-17.0,524288,4194304
20180424165745,,,,,-1,16.0-17.0,1966080,15728640
20180424165746,,,,,3,17.0-18.0,131072,1048576
20180424165746,,,,,3,18.0-19.0,0,0
20180424165746,,,,,3,19.0-20.0,0,0
20180424165750,,,,,5,17.0-18.0,262144,2097152
20180424165750,,,,,5,18.0-19.0,0,0
20180424165750,,,,,5,19.0-20.0,0,0
20180424165750,,,,,5,20.0-21.0,0,0
20180424165750,,,,,5,21.0-22.0,0,0
20180424165750,,,,,5,22.0-23.0,0,0
20180424165750,,,,,5,23.0-24.0,0,0
20180424165750,,,,,3,20.0-21.0,393216,3145728
20180424165750,,,,,3,21.0-22.0,0,0
20180424165750,,,,,3,22.0-23.0,0,0
20180424165750,,,,,3,23.0-24.0,0,0
20180424165753,,,,,6,17.0-18.0,262144,2097152
20180424165753,,,,,6,18.0-19.0,0,0
20180424165753,,,,,6,19.0-20.0,0,0
20180424165753,,,,,6,20.0-21.0,131072,1048576
20180424165753,,,,,6,21.0-22.0,0,0
20180424165753,,,,,6,22.0-23.0,0,0
20180424165753,,,,,6,23.0-24.0,0,0
20180424165753,,,,,6,24.0-25.0,0,0
20180424165753,,,,,6,25.0-26.0,0,0
20180424165753,,,,,6,26.0-27.0,0,0
20180424165756,,,,,7,17.0-18.0,262144,2097152
20180424165756,,,,,7,18.0-19.0,0,0
20180424165756,,,,,7,19.0-20.0,0,0
20180424165756,,,,,7,20.0-21.0,0,0
20180424165756,,,,,7,21.0-22.0,0,0
20180424165756,,,,,7,22.0-23.0,0,0
20180424165756,,,,,7,23.0-24.0,0,0
20180424165756,,,,,7,24.0-25.0,0,0
20180424165756,,,,,7,25.0-26.0,0,0
20180424165756,,,,,7,26.0-27.0,0,0
20180424165757,,,,,7,27.0-28.0,131072,1048576
20180424165757,,,,,7,28.0-29.0,0,0
20180424165757,,,,,7,29.0-30.0,0,0
20180424165757,,,,,7,30.0-31.0,0,0
20180424165757,,,,,6,27.0-28.0,917504,7340032
20180424165757,,,,,6,28.0-29.0,0,0
20180424165757,,,,,6,29.0-30.0,0,0
20180424165757,,,,,6,30.0-31.0,0,0
20180424165758,,,,,7,31.0-32.0,2359296,18874368
20180424165758,,,,,6,31.0-32.0,393216,3145728
20180424165758,,,,,3,24.0-25.0,393216,3145728
20180424165758,,,,,3,25.0-26.0,0,0
20180424165758,,,,,3,26.0-27.0,0,0
20180424165759,,,,,7,32.0-33.0,1179648,9437184
20180424165759,,,,,3,27.0-28.0,131072,1048576
20180424165759,,,,,3,28.0-29.0,0,0
20180424165759,,,,,3,29.0-30.0,0,0
20180424165759,,,,,3,30.0-31.0,0,0
20180424165759,,,,,3,31.0-32.0,0,0
20180424165759,,,,,6,32.0-33.0,786432,6291456
20180424165759,,,,,5,24.0-25.0,1310720,10485760
20180424165759,,,,,5,25.0-26.0,0,0
20180424165759,,,,,5,26.0-27.0,0,0
20180424165759,,,,,5,27.0-28.0,0,0
20180424165759,,,,,5,28.0-29.0,0,0
20180424165759,,,,,5,29.0-30.0,0,0
20180424165759,,,,,5,30.0-31.0,0,0
20180424165759,,,,,5,31.0-32.0,0,0
20180424165759,,,,,5,32.0-33.0,0,0
20180424165759,,,,,3,32.0-33.0,131072,1048576
20180424165800,,,,,5,33.0-34.0,393216,3145728
20180424165800,,,,,6,33.0-34.0,393216,3145728
20180424165800,,,,,7,33.0-34.0,1441792,11534336
20180424165800,,,,,3,33.0-34.0,262144,2097152
20180424165801,,,,,5,34.0-35.0,1048576,8388608
20180424165801,,,,,7,34.0-35.0,655360,5242880
20180424165801,,,,,6,34.0-35.0,655360,5242880
20180424165801,,,,,3,34.0-35.0,393216,3145728
20180424165802,,,,,5,35.0-36.0,1048576,8388608
20180424165802,,,,,3,35.0-36.0,262144,2097152
20180424165802,,,,,6,35.0-36.0,393216,3145728
20180424165802,,,,,7,35.0-36.0,655360,5242880
20180424165803,,,,,5,36.0-37.0,1048576,8388608
20180424165803,,,,,7,36.0-37.0,524288,4194304
20180424165803,,,,,6,36.0-37.0,524288,4194304
20180424165803,,,,,3,36.0-37.0,524288,4194304
20180424165804,,,,,5,37.0-38.0,1048576,8388608
20180424165804,,,,,6,37.0-38.0,524288,4194304
20180424165804,,,,,7,37.0-38.0,655360,5242880
20180424165804,,,,,3,37.0-38.0,524288,4194304
20180424165805,,,,,4,17.0-18.0,262144,2097152
20180424165805,,,,,-1,17.0-18.0,1179648,9437184
20180424165805,,,,,4,18.0-19.0,0,0
20180424165805,,,,,-1,18.0-19.0,0,0
20180424165805,,,,,4,19.0-20.0,0,0
20180424165805,,,,,-1,19.0-20.0,0,0
20180424165805,,,,,4,20.0-21.0,0,0
20180424165805,,,,,4,21.0-22.0,0,0
20180424165805,,,,,4,22.0-23.0,0,0
20180424165805,,,,,4,23.0-24.0,0,0
20180424165805,,,,,4,24.0-25.0,0,0
20180424165805,,,,,4,25.0-26.0,0,0
20180424165805,,,,,4,26.0-27.0,0,0
20180424165805,,,,,4,27.0-28.0,0,0
20180424165805,,,,,4,28.0-29.0,0,0
20180424165805,,,,,4,29.0-30.0,0,0
20180424165805,,,,,4,30.0-31.0,0,0
20180424165805,,,,,4,31.0-32.0,0,0
20180424165805,,,,,4,32.0-33.0,0,0
20180424165805,,,,,4,33.0-34.0,0,0
20180424165805,,,,,4,34.0-35.0,0,0
20180424165805,,,,,4,35.0-36.0,0,0
20180424165805,,,,,4,36.0-37.0,0,0
20180424165805,,,,,4,37.0-38.0,0,0
20180424165805,,,,,5,38.0-39.0,655360,5242880
20180424165805,,,,,4,38.0-39.0,131072,1048576
20180424165805,,,,,7,38.0-39.0,655360,5242880
20180424165805,,,,,3,38.0-39.0,393216,3145728
20180424165805,,,,,6,38.0-39.0,524288,4194304
20180424165805,,,,,-1,38.0-39.0,2359296,18874368
20180424165806,,,,,5,39.0-40.0,655360,5242880
20180424165806,,,,,3,39.0-40.0,393216,3145728
20180424165806,,,,,7,39.0-40.0,524288,4194304
20180424165806,,,,,6,39.0-40.0,524288,4194304
20180424165806,,,,,4,39.0-40.0,524288,4194304
20180424165806,,,,,-1,39.0-40.0,2621440,20971520
20180424165807,,,,,4,40.0-41.0,262144,2097152
20180424165807,,,,,3,40.0-41.0,393216,3145728
20180424165807,,,,,5,40.0-41.0,655360,5242880
20180424165807,,,,,7,40.0-41.0,393216,3145728
20180424165807,,,,,6,40.0-41.0,393216,3145728
20180424165807,,,,,-1,40.0-41.0,2097152,16777216
20180424165808,,,,,5,41.0-42.0,524288,4194304
20180424165808,,,,,6,41.0-42.0,524288,4194304
20180424165808,,,,,3,41.0-42.0,524288,4194304
20180424165808,,,,,4,41.0-42.0,524288,4194304
20180424165808,,,,,7,41.0-42.0,655360,5242880
20180424165808,,,,,-1,41.0-42.0,2752512,22020096
20180424165809,,,,,3,42.0-43.0,524288,4194304
20180424165809,,,,,6,42.0-43.0,655360,5242880
20180424165809,,,,,7,42.0-43.0,393216,3145728
20180424165809,,,,,4,42.0-43.0,393216,3145728
20180424165809,,,,,5,42.0-43.0,655360,5242880
20180424165809,,,,,-1,42.0-43.0,2621440,20971520
20180424165810,,,,,6,43.0-44.0,524288,4194304
20180424165810,,,,,3,43.0-44.0,524288,4194304
20180424165810,,,,,4,43.0-44.0,393216,3145728
20180424165810,,,,,7,43.0-44.0,524288,4194304
20180424165810,,,,,5,43.0-44.0,393216,3145728
20180424165810,,,,,-1,43.0-44.0,2359296,18874368
20180424165811,,,,,3,44.0-45.0,655360,5242880
20180424165811,,,,,6,44.0-45.0,655360,5242880
20180424165811,,,,,7,44.0-45.0,524288,4194304
20180424165811,,,,,4,44.0-45.0,524288,4194304
20180424165811,,,,,5,44.0-45.0,393216,3145728
20180424165811,,,,,-1,44.0-45.0,2752512,22020096
20180424165812,,,,,6,45.0-46.0,655360,5242880
20180424165812,,,,,3,45.0-46.0,786432,6291456
20180424165812,,,,,5,45.0-46.0,262144,2097152
20180424165812,,,,,4,45.0-46.0,524288,4194304
20180424165812,,,,,7,45.0-46.0,786432,6291456
20180424165812,,,,,-1,45.0-46.0,3014656,24117248
20180424165813,,,,,3,46.0-47.0,524288,4194304
20180424165813,,,,,6,46.0-47.0,524288,4194304
20180424165813,,,,,7,46.0-47.0,524288,4194304
20180424165813,,,,,5,46.0-47.0,393216,3145728
20180424165813,,,,,4,46.0-47.0,524288,4194304
20180424165813,,,,,-1,46.0-47.0,2490368,19922944
20180424165814,,,,,3,47.0-48.0,655360,5242880
20180424165814,,,,,7,47.0-48.0,524288,4194304
20180424165814,,,,,4,47.0-48.0,524288,4194304
20180424165814,,,,,6,47.0-48.0,524288,4194304
20180424165814,,,,,5,47.0-48.0,393216,3145728
20180424165814,,,,,-1,47.0-48.0,2621440,20971520
20180424165815,,,,,4,48.0-49.0,524288,4194304
20180424165815,,,,,6,48.0-49.0,524288,4194304
20180424165815,,,,,3,48.0-49.0,917504,7340032
20180424165815,,,,,7,48.0-49.0,786432,6291456
20180424165815,,,,,5,48.0-49.0,393216,3145728
20180424165815,,,,,-1,48.0-49.0,3145728,25165824
20180424165816,,,,,6,49.0-50.0,393216,3145728
20180424165816,,,,,3,49.0-50.0,393216,3145728
20180424165816,,,,,4,49.0-50.0,524288,4194304
20180424165816,,,,,7,49.0-50.0,393216,3145728
20180424165816,,,,,5,49.0-50.0,393216,3145728
20180424165816,,,,,-1,49.0-50.0,2097152,16777216
20180424165817,,,,,5,50.0-51.0,393216,3145728
20180424165817,,,,,4,50.0-51.0,524288,4194304
20180424165817,,,,,3,50.0-51.0,655360,5242880
20180424165817,,,,,6,50.0-51.0,786432,6291456
20180424165817,,,,,7,50.0-51.0,524288,4194304
20180424165817,,,,,-1,50.0-51.0,2883584,23068672
20180424165818,,,,,6,51.0-52.0,524288,4194304
20180424165818,,,,,5,51.0-52.0,393216,3145728
20180424165818,,,,,4,51.0-52.0,393216,3145728
20180424165818,,,,,7,51.0-52.0,262144,2097152
20180424165818,,,,,3,51.0-52.0,524288,4194304
20180424165818,,,,,-1,51.0-52.0,2097152,16777216
20180424165819,,,,,6,52.0-53.0,524288,4194304
20180424165819,,,,,7,52.0-53.0,393216,3145728
20180424165819,,,,,5,52.0-53.0,393216,3145728
20180424165819,,,,,3,52.0-53.0,393216,3145728
20180424165819,,,,,4,52.0-53.0,393216,3145728
20180424165819,,,,,-1,52.0-53.0,2097152,16777216
20180424165820,,,,,3,53.0-54.0,393216,3145728
20180424165820,,,,,5,53.0-54.0,393216,3145728
20180424165820,,,,,6,53.0-54.0,655360,5242880
20180424165820,,,,,7,53.0-54.0,393216,3145728
20180424165820,,,,,4,53.0-54.0,262144,2097152
20180424165820,,,,,-1,53.0-54.0,2097152,16777216
20180424165821,,,,,5,54.0-55.0,262144,2097152
20180424165821,,,,,6,54.0-55.0,524288,4194304
20180424165821,,,,,3,54.0-55.0,393216,3145728
20180424165821,,,,,7,54.0-55.0,393216,3145728
20180424165821,,,,,4,54.0-55.0,393216,3145728
20180424165821,,,,,-1,54.0-55.0,1966080,15728640
20180424165822,,,,,7,55.0-56.0,393216,3145728
20180424165822,,,,,6,55.0-56.0,655360,5242880
20180424165822,,,,,3,55.0-56.0,524288,4194304
20180424165822,,,,,5,55.0-56.0,524288,4194304
20180424165822,,,,,4,55.0-56.0,393216,3145728
20180424165822,,,,,-1,55.0-56.0,2490368,19922944
20180424165823,,,,,6,56.0-57.0,655360,5242880
20180424165823,,,,,7,56.0-57.0,524288,4194304
20180424165823,,,,,5,56.0-57.0,524288,4194304
20180424165823,,,,,4,56.0-57.0,393216,3145728
20180424165823,,,,,3,56.0-57.0,524288,4194304
20180424165823,,,,,-1,56.0-57.0,2621440,20971520
20180424165824,,,,,6,57.0-58.0,655360,5242880
20180424165824,,,,,3,57.0-58.0,524288,4194304
20180424165824,,,,,5,57.0-58.0,524288,4194304
20180424165824,,,,,4,57.0-58.0,524288,4194304
20180424165824,,,,,7,57.0-58.0,655360,5242880
20180424165824,,,,,-1,57.0-58.0,2883584,23068672
20180424165825,,,,,6,58.0-59.0,917504,7340032
20180424165825,,,,,4,58.0-59.0,393216,3145728
20180424165825,,,,,3,58.0-59.0,393216,3145728
20180424165825,,,,,5,58.0-59.0,393216,3145728
20180424165825,,,,,7,58.0-59.0,393216,3145728
20180424165825,,,,,-1,58.0-59.0,2490368,19922944
20180424165826,,,,,6,59.0-60.0,786432,6291456
20180424165826,,,,,5,59.0-60.0,262144,2097152
20180424165826,,,,,3,59.0-60.0,393216,3145728
20180424165826,,,,,7,59.0-60.0,262144,2097152
20180424165826,,,,,4,59.0-60.0,524288,4194304
20180424165826,,,,,-1,59.0-60.0,2228224,17825792
20180424165827,,,,,6,60.0-61.0,786432,6291456
20180424165827,,,,,5,60.0-61.0,393216,3145728
20180424165827,,,,,4,60.0-61.0,393216,3145728
20180424165827,,,,,3,60.0-61.0,524288,4194304
20180424165827,,,,,7,60.0-61.0,393216,3145728
20180424165827,,,,,-1,60.0-61.0,2490368,19922944
20180424165828,,,,,4,61.0-62.0,524288,4194304
20180424165828,,,,,6,61.0-62.0,786432,6291456
20180424165828,,,,,3,61.0-62.0,524288,4194304
20180424165828,,,,,5,61.0-62.0,524288,4194304
20180424165828,,,,,7,61.0-62.0,393216,3145728
20180424165828,,,,,-1,61.0-62.0,2752512,22020096
20180424165829,,,,,6,62.0-63.0,524288,4194304
20180424165829,,,,,3,62.0-63.0,524288,4194304
20180424165829,,,,,4,62.0-63.0,524288,4194304
20180424165829,,,,,5,62.0-63.0,524288,4194304
20180424165829,,,,,7,62.0-63.0,393216,3145728
20180424165829,,,,,-1,62.0-63.0,2490368,19922944
20180424165830,,,,,6,63.0-64.0,524288,4194304
20180424165830,,,,,3,63.0-64.0,524288,4194304
20180424165830,,,,,5,63.0-64.0,524288,4194304
20180424165830,,,,,7,63.0-64.0,262144,2097152
20180424165830,,,,,4,63.0-64.0,393216,3145728
20180424165830,,,,,-1,63.0-64.0,2228224,17825792
20180424165831,,,,,3,64.0-65.0,524288,4194304
20180424165831,,,,,5,64.0-65.0,655360,5242880
20180424165831,,,,,6,64.0-65.0,524288,4194304
20180424165831,,,,,4,64.0-65.0,524288,4194304
20180424165831,,,,,7,64.0-65.0,393216,3145728
20180424165831,,,,,-1,64.0-65.0,2621440,20971520
20180424165832,,,,,4,65.0-66.0,393216,3145728
20180424165832,,,,,7,65.0-66.0,393216,3145728
20180424165832,,,,,5,65.0-66.0,655360,5242880
20180424165832,,,,,6,65.0-66.0,524288,4194304
20180424165832,,,,,3,65.0-66.0,655360,5242880
20180424165832,,,,,-1,65.0-66.0,2621440,20971520
20180424165833,,,,,5,66.0-67.0,524288,4194304
20180424165833,,,,,4,66.0-67.0,524288,4194304
20180424165833,,,,,7,66.0-67.0,524288,4194304
20180424165833,,,,,3,66.0-67.0,524288,4194304
20180424165833,,,,,6,66.0-67.0,524288,4194304
20180424165833,,,,,-1,66.0-67.0,2621440,20971520
20180424165834,,,,,5,67.0-68.0,393216,3145728
20180424165834,,,,,4,67.0-68.0,524288,4194304
20180424165834,,,,,7,67.0-68.0,655360,5242880
20180424165834,,,,,6,67.0-68.0,393216,3145728
20180424165834,,,,,3,67.0-68.0,524288,4194304
20180424165834,,,,,-1,67.0-68.0,2490368,19922944
20180424165835,,,,,5,68.0-69.0,524288,4194304
20180424165835,,,,,4,68.0-69.0,524288,4194304
20180424165835,,,,,3,68.0-69.0,393216,3145728
20180424165835,,,,,6,68.0-69.0,393216,3145728
20180424165835,,,,,7,68.0-69.0,655360,5242880
20180424165835,,,,,-1,68.0-69.0,2490368,19922944
20180424165836,,,,,4,69.0-70.0,524288,4194304
20180424165836,,,,,6,69.0-70.0,393216,3145728
20180424165836,,,,,3,69.0-70.0,655360,5242880
20180424165836,,,,,7,69.0-70.0,524288,4194304
20180424165836,,,,,5,69.0-70.0,655360,5242880
20180424165836,,,,,-1,69.0-70.0,2752512,22020096
20180424165836,,,,,7,70.0-71.0,393216,3145728
20180424165837,,,,,3,70.0-71.0,393216,3145728
20180424165837,,,,,5,70.0-71.0,393216,3145728
20180424165837,,,,,4,70.0-71.0,655360,5242880
20180424165837,,,,,6,70.0-71.0,524288,4194304
20180424165837,,,,,-1,70.0-71.0,2359296,18874368
20180424165838,,,,,5,71.0-72.0,524288,4194304
20180424165838,,,,,6,71.0-72.0,393216,3145728
20180424165838,,,,,7,71.0-72.0,524288,4194304
20180424165838,,,,,3,71.0-72.0,655360,5242880
20180424165838,,,,,4,71.0-72.0,524288,4194304
20180424165838,,,,,-1,71.0-72.0,2621440,20971520
20180424165839,,,,,3,72.0-73.0,524288,4194304
20180424165839,,,,,5,72.0-73.0,524288,4194304
20180424165839,,,,,4,72.0-73.0,524288,4194304
20180424165839,,,,,7,72.0-73.0,524288,4194304
20180424165839,,,,,6,72.0-73.0,524288,4194304
20180424165839,,,,,-1,72.0-73.0,2621440,20971520
20180424165840,,,,,3,73.0-74.0,524288,4194304
20180424165840,,,,,6,73.0-74.0,393216,3145728
20180424165840,,,,,4,73.0-74.0,524288,4194304
20180424165840,,,,,7,73.0-74.0,393216,3145728
20180424165840,,,,,5,73.0-74.0,524288,4194304
20180424165840,,,,,-1,73.0-74.0,2359296,18874368
20180424165841,,,,,4,74.0-75.0,524288,4194304
20180424165841,,,,,7,74.0-75.0,524288,4194304
20180424165841,,,,,3,74.0-75.0,655360,5242880
20180424165841,,,,,6,74.0-75.0,524288,4194304
20180424165841,,,,,5,74.0-75.0,393216,3145728
20180424165841,,,,,-1,74.0-75.0,2621440,20971520
20180424165842,,,,,6,75.0-76.0,393216,3145728
20180424165842,,,,,4,75.0-76.0,524288,4194304
20180424165842,,,,,3,75.0-76.0,655360,5242880
20180424165842,,,,,7,75.0-76.0,655360,5242880
20180424165842,,,,,5,75.0-76.0,393216,3145728
20180424165842,,,,,-1,75.0-76.0,2621440,20971520
20180424165843,,,,,4,76.0-77.0,524288,4194304
20180424165843,,,,,7,76.0-77.0,524288,4194304
20180424165843,,,,,5,76.0-77.0,393216,3145728
20180424165843,,,,,3,76.0-77.0,655360,5242880
20180424165843,,,,,6,76.0-77.0,655360,5242880
20180424165843,,,,,-1,76.0-77.0,2752512,22020096
20180424165844,,,,,6,77.0-78.0,393216,3145728
20180424165844,,,,,3,77.0-78.0,524288,4194304
20180424165844,,,,,4,77.0-78.0,524288,4194304
20180424165844,,,,,7,77.0-78.0,393216,3145728
20180424165844,,,,,5,77.0-78.0,393216,3145728
20180424165844,,,,,-1,77.0-78.0,2228224,17825792
20180424165845,,,,,7,78.0-79.0,524288,4194304
20180424165845,,,,,5,78.0-79.0,524288,4194304
20180424165845,,,,,3,78.0-79.0,655360,5242880
20180424165845,,,,,6,78.0-79.0,655360,5242880
20180424165845,,,,,4,78.0-79.0,655360,5242880
20180424165845,,,,,-1,78.0-79.0,3014656,24117248
20180424165846,,,,,5,79.0-80.0,393216,3145728
20180424165846,,,,,4,79.0-80.0,393216,3145728
20180424165846,,,,,3,79.0-80.0,524288,4194304
20180424165846,,,,,7,79.0-80.0,393216,3145728
20180424165846,,,,,6,79.0-80.0,524288,4194304
20180424165846,,,,,-1,79.0-80.0,2228224,17825792
20180424165847,,,,,6,80.0-81.0,524288,4194304
20180424165847,,,,,4,80.0-81.0,655360,5242880
20180424165847,,,,,3,80.0-81.0,655360,5242880
20180424165847,,,,,7,80.0-81.0,524288,4194304
20180424165847,,,,,5,80.0-81.0,655360,5242880
20180424165847,,,,,-1,80.0-81.0,3014656,24117248
20180424165848,,,,,3,81.0-82.0,524288,4194304
20180424165848,,,,,7,81.0-82.0,393216,3145728
20180424165848,,,,,4,81.0-82.0,655360,5242880
20180424165848,,,,,5,81.0-82.0,524288,4194304
20180424165848,,,,,6,81.0-82.0,524288,4194304
20180424165848,,,,,-1,81.0-82.0,2621440,20971520
20180424165849,,,,,5,82.0-83.0,393216,3145728
20180424165849,,,,,7,82.0-83.0,393216,3145728
20180424165849,,,,,3,82.0-83.0,524288,4194304
20180424165849,,,,,4,82.0-83.0,524288,4194304
20180424165849,,,,,6,82.0-83.0,262144,2097152
20180424165849,,,,,-1,82.0-83.0,2097152,16777216
20180424165850,,,,,7,83.0-84.0,655360,5242880
20180424165850,,,,,5,83.0-84.0,655360,5242880
20180424165850,,,,,4,83.0-84.0,655360,5242880
20180424165850,,,,,3,83.0-84.0,655360,5242880
20180424165850,,,,,6,83.0-84.0,524288,4194304
20180424165850,,,,,-1,83.0-84.0,3145728,25165824
20180424165851,,,,,4,84.0-85.0,524288,4194304
20180424165851,,,,,5,84.0-85.0,524288,4194304
20180424165851,,,,,6,84.0-85.0,393216,3145728
20180424165851,,,,,7,84.0-85.0,524288,4194304
20180424165851,,,,,3,84.0-85.0,524288,4194304
20180424165851,,,,,-1,84.0-85.0,2490368,19922944
20180424165852,,,,,3,85.0-86.0,262144,2097152
20180424165852,,,,,6,85.0-86.0,393216,3145728
20180424165852,,,,,4,85.0-86.0,524288,4194304
20180424165852,,,,,5,85.0-86.0,524288,4194304
20180424165852,,,,,7,85.0-86.0,393216,3145728
20180424165852,,,,,-1,85.0-86.0,2097152,16777216
20180424165853,,,,,5,86.0-87.0,524288,4194304
20180424165853,,,,,3,86.0-87.0,524288,4194304
20180424165853,,,,,6,86.0-87.0,524288,4194304
20180424165853,,,,,4,86.0-87.0,655360,5242880
20180424165853,,,,,7,86.0-87.0,655360,5242880
20180424165853,,,,,-1,86.0-87.0,2883584,23068672
20180424165854,,,,,5,87.0-88.0,393216,3145728
20180424165854,,,,,3,87.0-88.0,524288,4194304
20180424165854,,,,,4,87.0-88.0,524288,4194304
20180424165854,,,,,7,87.0-88.0,393216,3145728
20180424165854,,,,,6,87.0-88.0,524288,4194304
20180424165854,,,,,-1,87.0-88.0,2359296,18874368
20180424165855,,,,,7,88.0-89.0,524288,4194304
20180424165855,,,,,3,88.0-89.0,655360,5242880
20180424165855,,,,,6,88.0-89.0,524288,4194304
20180424165855,,,,,5,88.0-89.0,786432,6291456
20180424165855,,,,,4,88.0-89.0,655360,5242880
20180424165855,,,,,-1,88.0-89.0,3145728,25165824
20180424165856,,,,,7,89.0-90.0,524288,4194304
20180424165856,,,,,6,89.0-90.0,393216,3145728
20180424165856,,,,,3,89.0-90.0,524288,4194304
20180424165856,,,,,4,89.0-90.0,393216,3145728
20180424165856,,,,,5,89.0-90.0,524288,4194304
20180424165856,,,,,-1,89.0-90.0,2359296,18874368
20180424165857,,,,,3,90.0-91.0,393216,3145728
