DateTime,,,,,Ident,Secs,TX,RX
20180424174452,,,,,6,9.0-10.0,524288,4194304
20180424174452,,,,,7,9.0-10.0,524288,4194304
20180424174452,,,,,3,9.0-10.0,393216,3145728
20180424174452,,,,,-1,9.0-10.0,2359296,18874368
20180424174452,,,,,5,10.0-11.0,524288,4194304
20180424174452,,,,,7,10.0-11.0,524288,4194304
20180424174452,,,,,6,10.0-11.0,524288,4194304
20180424174453,,,,,4,10.0-11.0,524288,4194304
20180424174453,,,,,3,10.0-11.0,393216,3145728
20180424174453,,,,,-1,10.0-11.0,2490368,19922944
20180424174453,,,,,5,11.0-12.0,655360,5242880
20180424174454,,,,,6,11.0-12.0,524288,4194304
20180424174454,,,,,4,11.0-12.0,393216,3145728
20180424174454,,,,,7,11.0-12.0,655360,5242880
20180424174454,,,,,3,11.0-12.0,262144,2097152
20180424174454,,,,,-1,11.0-12.0,2490368,19922944
20180424174454,,,,,5,12.0-13.0,524288,4194304
20180424174454,,,,,6,12.0-13.0,393216,3145728
20180424174454,,,,,7,12.0-13.0,393216,3145728
20180424174455,,,,,4,12.0-13.0,393216,3145728
20180424174455,,,,,3,12.0-13.0,262144,2097152
20180424174455,,,,,-1,12.0-13.0,1966080,15728640
20180424174455,,,,,3,13.0-14.0,262144,2097152
20180424174455,,,,,5,13.0-14.0,655360,5242880
20180424174456,,,,,6,13.0-14.0,524288,4194304
20180424174456,,,,,7,13.0-14.0,524288,4194304
20180424174456,,,,,4,13.0-14.0,393216,3145728
20180424174456,,,,,-1,13.0-14.0,2359296,18874368
20180424174456,,,,,3,14.0-15.0,393216,3145728
20180424174457,,,,,5,14.0-15.0,524288,4194304
20180424174457,,,,,6,14.0-15.0,393216,3145728
20180424174457,,,,,7,14.0-15.0,524288,4194304
20180424174457,,,,,4,14.0-15.0,393216,3145728
20180424174457,,,,,-1,14.0-15.0,2228224,17825792
20180424174457,,,,,3,15.0-16.0,524288,4194304
20180424174457,,,,,5,15.0-16.0,524288,4194304
20180424174457,,,,,4,15.0-16.0,393216,3145728
20180424174457,,,,,7,15.0-16.0,524288,4194304
20180424174458,,,,,6,15.0-16.0,524288,4194304
20180424174458,,,,,-1,15.0-16.0,2490368,19922944
20180424174458,,,,,5,16.0-17.0,524288,4194304
20180424174458,,,,,7,16.0-17.0,524288,4194304
20180424174458,,,,,6,16.0-17.0,393216,3145728
20180424174459,,,,,3,16.0-17.0,524288,4194304
20180424174459,,,,,4,16.0-17.0,524288,4194304
20180424174459,,,,,-1,16.0-17.0,2490368,19922944
20180424174459,,,,,3,17.0-18.0,393216,3145728
20180424174459,,,,,4,17.0-18.0,393216,3145728
20180424174500,,,,,5,17.0-18.0,524288,4194304
20180424174500,,,,,7,17.0-18.0,524288,4194304
20180424174500,,,,,6,17.0-18.0,524288,4194304
20180424174500,,,,,-1,17.0-18.0,2359296,18874368
20180424174500,,,,,3,18.0-19.0,524288,4194304
20180424174500,,,,,7,18.0-19.0,393216,3145728
20180424174500,,,,,4,18.0-19.0,524288,4194304
20180424174500,,,,,5,18.0-19.0,393216,3145728
20180424174500,,,,,6,18.0-19.0,393216,3145728
20180424174500,,,,,-1,18.0-19.0,2228224,17825792
20180424174501,,,,,4,19.0-20.0,524288,4194304
20180424174502,,,,,3,19.0-20.0,655360,5242880
20180424174502,,,,,6,19.0-20.0,524288,4194304
20180424174502,,,,,5,19.0-20.0,524288,4194304
20180424174502,,,,,7,19.0-20.0,393216,3145728
20180424174502,,,,,-1,19.0-20.0,2621440,20971520
20180424174502,,,,,5,20.0-21.0,393216,3145728
20180424174502,,,,,6,20.0-21.0,393216,3145728
20180424174502,,,,,3,20.0-21.0,524288,4194304
20180424174503,,,,,4,20.0-21.0,524288,4194304
20180424174503,,,,,7,20.0-21.0,393216,3145728
20180424174503,,,,,-1,20.0-21.0,2228224,17825792
20180424174503,,,,,3,21.0-22.0,655360,5242880
20180424174503,,,,,5,21.0-22.0,655360,5242880
20180424174503,,,,,6,21.0-22.0,524288,4194304
20180424174504,,,,,7,21.0-22.0,262144,2097152
20180424174504,,,,,4,21.0-22.0,524288,4194304
20180424174504,,,,,-1,21.0-22.0,2621440,20971520
20180424174504,,,,,5,22.0-23.0,524288,4194304
20180424174505,,,,,3,22.0-23.0,524288,4194304
20180424174505,,,,,4,22.0-23.0,393216,3145728
20180424174505,,,,,6,22.0-23.0,524288,4194304
20180424174505,,,,,7,22.0-23.0,393216,3145728
20180424174505,,,,,-1,22.0-23.0,2359296,18874368
20180424174505,,,,,3,23.0-24.0,393216,3145728
20180424174505,,,,,4,23.0-24.0,393216,3145728
20180424174505,,,,,5,23.0-24.0,524288,4194304
20180424174505,,,,,7,23.0-24.0,262144,2097152
20180424174506,,,,,6,23.0-24.0,393216,3145728
20180424174506,,,,,-1,23.0-24.0,1966080,15728640
20180424174506,,,,,3,24.0-25.0,655360,5242880
20180424174506,,,,,6,24.0-25.0,393216,3145728
20180424174506,,,,,4,24.0-25.0,524288,4194304
20180424174507,,,,,5,24.0-25.0,655360,5242880
20180424174507,,,,,7,24.0-25.0,393216,3145728
20180424174507,,,,,-1,24.0-25.0,2621440,20971520
20180424174507,,,,,4,25.0-26.0,393216,3145728
20180424174507,,,,,3,25.0-26.0,524288,4194304
20180424174507,,,,,5,25.0-26.0,524288,4194304
20180424174508,,,,,6,25.0-26.0,393216,3145728
20180424174508,,,,,7,25.0-26.0,393216,3145728
20180424174508,,,,,-1,25.0-26.0,2228224,17825792
20180424174508,,,,,5,26.0-27.0,524288,4194304
20180424174508,,,,,3,26.0-27.0,655360,5242880
20180424174508,,,,,6,26.0-27.0,393216,3145728
20180424174508,,,,,4,26.0-27.0,524288,4194304
20180424174509,,,,,7,26.0-27.0,393216,3145728
20180424174509,,,,,-1,26.0-27.0,2490368,19922944
20180424174509,,,,,3,27.0-28.0,655360,5242880
20180424174509,,,,,6,27.0-28.0,524288,4194304
20180424174509,,,,,5,27.0-28.0,524288,4194304
20180424174510,,,,,7,27.0-28.0,393216,3145728
20180424174510,,,,,4,27.0-28.0,524288,4194304
20180424174510,,,,,-1,27.0-28.0,2621440,20971520
20180424174510,,,,,3,28.0-29.0,524288,4194304
20180424174510,,,,,4,28.0-29.0,262144,2097152
20180424174510,,,,,5,28.0-29.0,393216,3145728
20180424174510,,,,,6,28.0-29.0,524288,4194304
20180424174511,,,,,7,28.0-29.0,393216,3145728
20180424174511,,,,,-1,28.0-29.0,2097152,16777216
20180424174511,,,,,5,29.0-30.0,524288,4194304
20180424174511,,,,,4,29.0-30.0,524288,4194304
20180424174511,,,,,6,29.0-30.0,524288,4194304
20180424174512,,,,,7,29.0-30.0,524288,4194304
20180424174512,,,,,3,29.0-30.0,655360,5242880
20180424174512,,,,,-1,29.0-30.0,2752512,22020096
20180424174512,,,,,5,30.0-31.0,524288,4194304
20180424174513,,,,,6,30.0-31.0,524288,4194304
20180424174513,,,,,4,30.0-31.0,524288,4194304
20180424174513,,,,,7,30.0-31.0,524288,4194304
20180424174513,,,,,3,30.0-31.0,393216,3145728
20180424174513,,,,,-1,30.0-31.0,2490368,19922944
20180424174513,,,,,4,31.0-32.0,393216,3145728
20180424174513,,,,,5,31.0-32.0,655360,5242880
20180424174513,,,,,7,31.0-32.0,393216,3145728
20180424174513,,,,,6,31.0-32.0,393216,3145728
20180424174514,,,,,3,31.0-32.0,393216,3145728
20180424174514,,,,,-1,31.0-32.0,2228224,17825792
20180424174514,,,,,5,32.0-33.0,655360,5242880
20180424174514,,,,,7,32.0-33.0,524288,4194304
20180424174514,,,,,3,32.0-33.0,393216,3145728
20180424174514,,,,,6,32.0-33.0,524288,4194304
20180424174515,,,,,4,32.0-33.0,524288,4194304
20180424174515,,,,,-1,32.0-33.0,2621440,20971520
20180424174515,,,,,5,33.0-34.0,786432,6291456
20180424174515,,,,,7,33.0-34.0,393216,3145728
20180424174516,,,,,4,33.0-34.0,393216,3145728
20180424174516,,,,,6,33.0-34.0,393216,3145728
20180424174516,,,,,3,33.0-34.0,393216,3145728
20180424174516,,,,,-1,33.0-34.0,2359296,18874368
20180424174516,,,,,5,34.0-35.0,917504,7340032
20180424174516,,,,,4,34.0-35.0,393216,3145728
20180424174517,,,,,7,34.0-35.0,393216,3145728
20180424174517,,,,,3,34.0-35.0,262144,2097152
20180424174517,,,,,6,34.0-35.0,393216,3145728
20180424174517,,,,,-1,34.0-35.0,2359296,18874368
20180424174517,,,,,5,35.0-36.0,917504,7340032
20180424174517,,,,,3,35.0-36.0,393216,3145728
20180424174518,,,,,6,35.0-36.0,262144,2097152
20180424174518,,,,,7,35.0-36.0,393216,3145728
20180424174518,,,,,4,35.0-36.0,655360,5242880
20180424174518,,,,,-1,35.0-36.0,2621440,20971520
20180424174518,,,,,5,36.0-37.0,786432,6291456
20180424174518,,,,,3,36.0-37.0,393216,3145728
20180424174519,,,,,4,36.0-37.0,262144,2097152
20180424174519,,,,,7,36.0-37.0,262144,2097152
20180424174519,,,,,6,36.0-37.0,393216,3145728
20180424174519,,,,,-1,36.0-37.0,2097152,16777216
20180424174519,,,,,5,37.0-38.0,655360,5242880
20180424174520,,,,,6,37.0-38.0,262144,2097152
20180424174520,,,,,3,37.0-38.0,524288,4194304
20180424174520,,,,,4,37.0-38.0,393216,3145728
20180424174520,,,,,7,37.0-38.0,262144,2097152
20180424174520,,,,,-1,37.0-38.0,2097152,16777216
20180424174520,,,,,5,38.0-39.0,786432,6291456
20180424174520,,,,,3,38.0-39.0,393216,3145728
20180424174521,,,,,4,38.0-39.0,262144,2097152
20180424174521,,,,,7,38.0-39.0,262144,2097152
20180424174521,,,,,6,38.0-39.0,393216,3145728
20180424174521,,,,,-1,38.0-39.0,2097152,16777216
20180424174521,,,,,5,39.0-40.0,917504,7340032
20180424174521,,,,,3,39.0-40.0,393216,3145728
20180424174522,,,,,7,39.0-40.0,262144,2097152
20180424174522,,,,,4,39.0-40.0,262144,2097152
20180424174522,,,,,6,39.0-40.0,262144,2097152
20180424174522,,,,,-1,39.0-40.0,2097152,16777216
20180424174522,,,,,5,40.0-41.0,917504,7340032
20180424174522,,,,,3,40.0-41.0,524288,4194304
20180424174523,,,,,7,40.0-41.0,393216,3145728
20180424174523,,,,,6,40.0-41.0,393216,3145728
20180424174523,,,,,4,40.0-41.0,393216,3145728
20180424174523,,,,,-1,40.0-41.0,2621440,20971520
20180424174523,,,,,5,41.0-42.0,917504,7340032
20180424174524,,,,,7,41.0-42.0,393216,3145728
20180424174524,,,,,3,41.0-42.0,524288,4194304
20180424174524,,,,,6,41.0-42.0,393216,3145728
20180424174524,,,,,4,41.0-42.0,393216,3145728
20180424174524,,,,,-1,41.0-42.0,2621440,20971520
20180424174524,,,,,5,42.0-43.0,786432,6291456
20180424174524,,,,,3,42.0-43.0,393216,3145728
20180424174525,,,,,6,42.0-43.0,393216,3145728
20180424174525,,,,,7,42.0-43.0,393216,3145728
20180424174525,,,,,4,42.0-43.0,262144,2097152
20180424174525,,,,,-1,42.0-43.0,2228224,17825792
20180424174525,,,,,3,43.0-44.0,393216,3145728
20180424174525,,,,,5,43.0-44.0,917504,7340032
20180424174525,,,,,6,43.0-44.0,393216,3145728
20180424174526,,,,,7,43.0-44.0,393216,3145728
20180424174526,,,,,4,43.0-44.0,262144,2097152
20180424174526,,,,,-1,43.0-44.0,2359296,18874368
20180424174526,,,,,5,44.0-45.0,1048576,8388608
20180424174526,,,,,6,44.0-45.0,393216,3145728
20180424174527,,,,,7,44.0-45.0,393216,3145728
20180424174527,,,,,3,44.0-45.0,524288,4194304
20180424174527,,,,,4,44.0-45.0,262144,2097152
20180424174527,,,,,-1,44.0-45.0,2621440,20971520
20180424174527,,,,,5,45.0-46.0,917504,7340032
20180424174528,,,,,4,45.0-46.0,262144,2097152
20180424174528,,,,,7,45.0-46.0,393216,3145728
20180424174528,,,,,6,45.0-46.0,393216,3145728
20180424174528,,,,,3,45.0-46.0,393216,3145728
20180424174528,,,,,-1,45.0-46.0,2359296,18874368
20180424174528,,,,,5,46.0-47.0,1048576,8388608
20180424174529,,,,,6,46.0-47.0,393216,3145728
20180424174529,,,,,3,46.0-47.0,393216,3145728
20180424174529,,,,,7,46.0-47.0,524288,4194304
20180424174529,,,,,4,46.0-47.0,393216,3145728
20180424174529,,,,,-1,46.0-47.0,2752512,22020096
20180424174529,,,,,5,47.0-48.0,786432,6291456
20180424174529,,,,,3,47.0-48.0,262144,2097152
20180424174529,,,,,6,47.0-48.0,262144,2097152
20180424174530,,,,,7,47.0-48.0,262144,2097152
20180424174530,,,,,4,47.0-48.0,262144,2097152
20180424174530,,,,,-1,47.0-48.0,1835008,14680064
20180424174530,,,,,5,48.0-49.0,917504,7340032
20180424174530,,,,,3,48.0-49.0,524288,4194304
20180424174531,,,,,6,48.0-49.0,393216,3145728
20180424174531,,,,,4,48.0-49.0,393216,3145728
20180424174531,,,,,7,48.0-49.0,393216,3145728
20180424174531,,,,,-1,48.0-49.0,2621440,20971520
20180424174531,,,,,3,49.0-50.0,393216,3145728
20180424174532,,,,,5,49.0-50.0,917504,7340032
20180424174532,,,,,4,49.0-50.0,393216,3145728
20180424174532,,,,,6,49.0-50.0,393216,3145728
20180424174532,,,,,7,49.0-50.0,393216,3145728
20180424174532,,,,,-1,49.0-50.0,2490368,19922944
20180424174532,,,,,3,50.0-51.0,524288,4194304
20180424174532,,,,,5,50.0-51.0,655360,5242880
20180424174532,,,,,4,50.0-51.0,524288,4194304
20180424174532,,,,,7,50.0-51.0,262144,2097152
20180424174533,,,,,6,50.0-51.0,393216,3145728
20180424174533,,,,,-1,50.0-51.0,2359296,18874368
20180424174533,,,,,5,51.0-52.0,655360,5242880
20180424174533,,,,,4,51.0-52.0,524288,4194304
20180424174534,,,,,3,51.0-52.0,655360,5242880
20180424174534,,,,,7,51.0-52.0,393216,3145728
20180424174534,,,,,6,51.0-52.0,393216,3145728
20180424174534,,,,,-1,51.0-52.0,2621440,20971520
20180424174534,,,,,5,52.0-53.0,524288,4194304
20180424174534,,,,,3,52.0-53.0,393216,3145728
20180424174534,,,,,4,52.0-53.0,393216,3145728
20180424174535,,,,,6,52.0-53.0,393216,3145728
20180424174535,,,,,7,52.0-53.0,262144,2097152
20180424174535,,,,,-1,52.0-53.0,1966080,15728640
20180424174535,,,,,3,53.0-54.0,524288,4194304
20180424174535,,,,,4,53.0-54.0,524288,4194304
20180424174535,,,,,6,53.0-54.0,393216,3145728
20180424174535,,,,,5,53.0-54.0,655360,5242880
20180424174536,,,,,7,53.0-54.0,262144,2097152
20180424174536,,,,,-1,53.0-54.0,2359296,18874368
20180424174536,,,,,5,54.0-55.0,524288,4194304
20180424174536,,,,,3,54.0-55.0,786432,6291456
20180424174537,,,,,6,54.0-55.0,524288,4194304
20180424174537,,,,,7,54.0-55.0,262144,2097152
20180424174537,,,,,4,54.0-55.0,655360,5242880
20180424174537,,,,,-1,54.0-55.0,2752512,22020096
20180424174537,,,,,3,55.0-56.0,524288,4194304
20180424174537,,,,,5,55.0-56.0,524288,4194304
20180424174537,,,,,4,55.0-56.0,262144,2097152
20180424174537,,,,,6,55.0-56.0,393216,3145728
20180424174537,,,,,7,55.0-56.0,262144,2097152
20180424174537,,,,,-1,55.0-56.0,1966080,15728640
20180424174538,,,,,5,56.0-57.0,655360,5242880
20180424174538,,,,,3,56.0-57.0,786432,6291456
20180424174538,,,,,7,56.0-57.0,393216,3145728
20180424174538,,,,,6,56.0-57.0,524288,4194304
20180424174539,,,,,4,56.0-57.0,524288,4194304
20180424174539,,,,,-1,56.0-57.0,2883584,23068672
20180424174539,,,,,5,57.0-58.0,786432,6291456
20180424174539,,,,,6,57.0-58.0,393216,3145728
20180424174540,,,,,4,57.0-58.0,262144,2097152
20180424174540,,,,,3,57.0-58.0,655360,5242880
20180424174540,,,,,7,57.0-58.0,524288,4194304
20180424174540,,,,,-1,57.0-58.0,2621440,20971520
20180424174540,,,,,5,58.0-59.0,524288,4194304
20180424174541,,,,,3,58.0-59.0,393216,3145728
20180424174541,,,,,4,58.0-59.0,262144,2097152
20180424174541,,,,,6,58.0-59.0,393216,3145728
20180424174541,,,,,7,58.0-59.0,262144,2097152
20180424174541,,,,,-1,58.0-59.0,1835008,14680064
20180424174541,,,,,5,59.0-60.0,917504,7340032
20180424174541,,,,,6,59.0-60.0,393216,3145728
20180424174542,,,,,7,59.0-60.0,393216,3145728
20180424174542,,,,,4,59.0-60.0,393216,3145728
20180424174542,,,,,3,59.0-60.0,393216,3145728
20180424174542,,,,,-1,59.0-60.0,2490368,19922944
20180424174542,,,,,5,60.0-61.0,786432,6291456
20180424174542,,,,,6,60.0-61.0,393216,3145728
20180424174542,,,,,7,60.0-61.0,393216,3145728
20180424174543,,,,,3,60.0-61.0,262144,2097152
20180424174543,,,,,4,60.0-61.0,393216,3145728
20180424174543,,,,,-1,60.0-61.0,2228224,17825792
20180424174543,,,,,5,61.0-62.0,786432,6291456
20180424174544,,,,,7,61.0-62.0,393216,3145728
20180424174544,,,,,4,61.0-62.0,393216,3145728
20180424174544,,,,,6,61.0-62.0,524288,4194304
20180424174544,,,,,3,61.0-62.0,393216,3145728
20180424174544,,,,,-1,61.0-62.0,2490368,19922944
20180424174544,,,,,5,62.0-63.0,786432,6291456
20180424174544,,,,,6,62.0-63.0,393216,3145728
20180424174545,,,,,7,62.0-63.0,393216,3145728
20180424174545,,,,,4,62.0-63.0,524288,4194304
20180424174545,,,,,3,62.0-63.0,393216,3145728
20180424174545,,,,,-1,62.0-63.0,2490368,19922944
20180424174545,,,,,5,63.0-64.0,393216,3145728
20180424174545,,,,,4,63.0-64.0,262144,2097152
20180424174545,,,,,6,63.0-64.0,393216,3145728
20180424174546,,,,,7,63.0-64.0,393216,3145728
20180424174546,,,,,3,63.0-64.0,262144,2097152
20180424174546,,,,,-1,63.0-64.0,1703936,13631488
20180424174546,,,,,7,64.0-65.0,393216,3145728
20180424174546,,,,,4,64.0-65.0,655360,5242880
20180424174546,,,,,6,64.0-65.0,393216,3145728
20180424174546,,,,,5,64.0-65.0,655360,5242880
20180424174547,,,,,3,64.0-65.0,393216,3145728
20180424174547,,,,,-1,64.0-65.0,2490368,19922944
20180424174547,,,,,3,65.0-66.0,393216,3145728
20180424174548,,,,,7,65.0-66.0,655360,5242880
20180424174548,,,,,4,65.0-66.0,786432,6291456
20180424174548,,,,,5,65.0-66.0,524288,4194304
20180424174548,,,,,6,65.0-66.0,524288,4194304
20180424174548,,,,,-1,65.0-66.0,2883584,23068672
20180424174548,,,,,5,66.0-67.0,262144,2097152
20180424174548,,,,,6,66.0-67.0,262144,2097152
20180424174548,,,,,4,66.0-67.0,524288,4194304
20180424174548,,,,,7,66.0-67.0,393216,3145728
20180424174549,,,,,3,66.0-67.0,393216,3145728
20180424174549,,,,,-1,66.0-67.0,1835008,14680064
20180424174549,,,,,6,67.0-68.0,524288,4194304
20180424174549,,,,,5,67.0-68.0,524288,4194304
20180424174549,,,,,4,67.0-68.0,655360,5242880
20180424174549,,,,,3,67.0-68.0,393216,3145728
20180424174550,,,,,7,67.0-68.0,524288,4194304
20180424174550,,,,,-1,67.0-68.0,2621440,20971520
20180424174550,,,,,3,68.0-69.0,393216,3145728
20180424174550,,,,,4,68.0-69.0,524288,4194304
20180424174550,,,,,7,68.0-69.0,393216,3145728
20180424174550,,,,,5,68.0-69.0,393216,3145728
20180424174551,,,,,6,68.0-69.0,524288,4194304
20180424174551,,,,,-1,68.0-69.0,2228224,17825792
20180424174551,,,,,6,69.0-70.0,393216,3145728
20180424174552,,,,,4,69.0-70.0,655360,5242880
20180424174552,,,,,7,69.0-70.0,524288,4194304
20180424174552,,,,,3,69.0-70.0,524288,4194304
20180424174552,,,,,5,69.0-70.0,524288,4194304
20180424174552,,,,,-1,69.0-70.0,2621440,20971520
20180424174552,,,,,4,70.0-71.0,524288,4194304
20180424174553,,,,,7,70.0-71.0,393216,3145728
20180424174553,,,,,3,70.0-71.0,393216,3145728
20180424174553,,,,,6,70.0-71.0,524288,4194304
20180424174553,,,,,5,70.0-71.0,393216,3145728
20180424174553,,,,,-1,70.0-71.0,2228224,17825792
20180424174553,,,,,5,71.0-72.0,393216,3145728
20180424174553,,,,,4,71.0-72.0,524288,4194304
20180424174553,,,,,6,71.0-72.0,393216,3145728
20180424174554,,,,,3,71.0-72.0,393216,3145728
20180424174554,,,,,7,71.0-72.0,393216,3145728
20180424174554,,,,,-1,71.0-72.0,2097152,16777216
20180424174554,,,,,3,72.0-73.0,393216,3145728
20180424174554,,,,,6,72.0-73.0,524288,4194304
20180424174554,,,,,5,72.0-73.0,524288,4194304
20180424174554,,,,,4,72.0-73.0,524288,4194304
20180424174555,,,,,7,72.0-73.0,393216,3145728
20180424174555,,,,,-1,72.0-73.0,2359296,18874368
20180424174555,,,,,6,73.0-74.0,524288,4194304
20180424174555,,,,,7,73.0-74.0,262144,2097152
20180424174555,,,,,4,73.0-74.0,393216,3145728
20180424174556,,,,,3,73.0-74.0,524288,4194304
20180424174556,,,,,5,73.0-74.0,524288,4194304
20180424174556,,,,,-1,73.0-74.0,2228224,17825792
20180424174557,,,,,3,74.0-75.0,393216,3145728
20180424174557,,,,,4,74.0-75.0,393216,3145728
20180424174557,,,,,6,74.0-75.0,524288,4194304
20180424174557,,,,,7,74.0-75.0,393216,3145728
20180424174557,,,,,5,74.0-75.0,393216,3145728
20180424174557,,,,,-1,74.0-75.0,2097152,16777216
20180424174557,,,,,3,75.0-76.0,393216,3145728
20180424174557,,,,,7,75.0-76.0,524288,4194304
20180424174557,,,,,6,75.0-76.0,524288,4194304
20180424174558,,,,,4,75.0-76.0,524288,4194304
20180424174558,,,,,5,75.0-76.0,393216,3145728
20180424174558,,,,,-1,75.0-76.0,2359296,18874368
20180424174558,,,,,4,76.0-77.0,393216,3145728
20180424174559,,,,,6,76.0-77.0,524288,4194304
20180424174559,,,,,3,76.0-77.0,524288,4194304
20180424174559,,,,,7,76.0-77.0,524288,4194304
20180424174559,,,,,5,76.0-77.0,393216,3145728
20180424174559,,,,,-1,76.0-77.0,2359296,18874368
20180424174559,,,,,7,77.0-78.0,393216,3145728
20180424174559,,,,,3,77.0-78.0,393216,3145728
20180424174559,,,,,5,77.0-78.0,393216,3145728
20180424174559,,,,,6,77.0-78.0,393216,3145728
20180424174600,,,,,4,77.0-78.0,524288,4194304
20180424174600,,,,,-1,77.0-78.0,2097152,16777216
20180424174600,,,,,3,78.0-79.0,524288,4194304
20180424174600,,,,,7,78.0-79.0,655360,5242880
20180424174600,,,,,6,78.0-79.0,524288,4194304
20180424174601,,,,,5,78.0-79.0,393216,3145728
20180424174601,,,,,4,78.0-79.0,524288,4194304
20180424174601,,,,,-1,78.0-79.0,2621440,20971520
20180424174602,,,,,6,79.0-80.0,393216,3145728
20180424174602,,,,,5,79.0-80.0,393216,3145728
20180424174602,,,,,3,79.0-80.0,524288,4194304
20180424174602,,,,,4,79.0-80.0,393216,3145728
20180424174602,,,,,7,79.0-80.0,393216,3145728
20180424174602,,,,,-1,79.0-80.0,2097152,16777216
20180424174602,,,,,4,80.0-81.0,393216,3145728
20180424174602,,,,,3,80.0-81.0,524288,4194304
20180424174603,,,,,5,80.0-81.0,393216,3145728
20180424174603,,,,,6,80.0-81.0,524288,4194304
20180424174603,,,,,7,80.0-81.0,393216,3145728
20180424174603,,,,,-1,80.0-81.0,2228224,17825792
20180424174603,,,,,7,81.0-82.0,393216,3145728
20180424174603,,,,,6,81.0-82.0,524288,4194304
20180424174603,,,,,4,81.0-82.0,524288,4194304
20180424174603,,,,,3,81.0-82.0,655360,5242880
20180424174604,,,,,5,81.0-82.0,524288,4194304
20180424174604,,,,,-1,81.0-82.0,2621440,20971520
20180424174604,,,,,3,82.0-83.0,393216,3145728
20180424174605,,,,,7,82.0-83.0,393216,3145728
20180424174605,,,,,5,82.0-83.0,393216,3145728
20180424174605,,,,,6,82.0-83.0,524288,4194304
20180424174605,,,,,4,82.0-83.0,524288,4194304
20180424174605,,,,,-1,82.0-83.0,2228224,17825792
20180424174605,,,,,3,83.0-84.0,393216,3145728
20180424174605,,,,,6,83.0-84.0,393216,3145728
20180424174605,,,,,5,83.0-84.0,393216,3145728
20180424174606,,,,,7,83.0-84.0,393216,3145728
20180424174606,,,,,4,83.0-84.0,393216,3145728
20180424174606,,,,,-1,83.0-84.0,1966080,15728640
20180424174606,,,,,6,84.0-85.0,655360,5242880
20180424174607,,,,,4,84.0-85.0,262144,2097152
20180424174607,,,,,7,84.0-85.0,393216,3145728
20180424174607,,,,,5,84.0-85.0,524288,4194304
20180424174607,,,,,3,84.0-85.0,524288,4194304
20180424174607,,,,,-1,84.0-85.0,2359296,18874368
